Event_Id,Event_Cat,Event_brite_url,Event_Name,Event_Time,Event_Link,Event_Location,Event_Title,Ticket_Fare,Event_Time_updates,consolidated_Data
1203,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,An Evening  with  Renowned  Medium Vivienne Cardin and Delicious Dinner,"Sat, Apr 1, 7:30 PM",https://www.eventbrite.ie/e/an-evening-with-renowned-medium-vivienne-cardin-and-delicious-dinner-tickets-527377168307?aff=ebdssbdestsearch,Mc's & Harvey • Bray,An Evening  with  Renowned  Medium Vivienne Cardin and Delicious Dinner,,2023-04-01 19:30:00,"vivienne cardin invites join wonderful evening connection joy loved ones spirit . v﻿ivienne cardin third generation spiritual medium internationally renowned incredible connection spirit. shows bring much joy healing honesty, accuracy delivery evidence proves beyond doubt life goes on. vivienne's dedication work gained reputation ireland's people's medium, delivery empathy widely known . true professional vocation. popular live shows stretch 103.2 dublin city fm host gmd every friday well angel show. vivienne's experience medjugorje widely broadcast witnessed beautiful lady three angels, since constant communication angels sees daily even recording meditations channelled produced cd download. vast knowledge experience aspects wonderful world spirit angels rest assured company true medium. spirituality Ireland Events, Wicklow Events, Things to do in Bray, Bray Appearances, Bray Spirituality Appearances, spirituality, angels, psychic, mediumship, evening, psychic medium, mediumship demonstration, mediumship evening, eveningwith, flowersentience"
1204,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,Hospitality & the Pilgrim: a Quaker’s reflection on communion and community,"Fri, Apr 14, 7:30 PM",https://www.eventbrite.ie/e/hospitality-the-pilgrim-a-quakers-reflection-on-communion-and-community-tickets-512923667497?aff=ebdssbdestsearch,Dominican retreat centre • Dublin,Hospitality & the Pilgrim: a Quaker’s reflection on communion and community,,2023-04-14 19:30:00,"spirituality journey relationship depth, undertake pilgrims, offering hospitality way. speaker, harvey gillman, served many years outreach secretary britain yearly meeting.he written many insightful, thought-provoking uplifting books, essays articles quakerism nature spirituality. years since retirement continued offer workshops themes. increasingly finds poetry stimulating form theology.i﻿n harvey's words, ""i see spirituality journey relationship depth – self, other, wider community, planet, embrace spirit, known many names, possessed none. undertake journey pilgrims, offering hospitality way. address personal exploration theme.""the talk free charge. held person, simultaneously broadcast webinar wish attend remotely. zoom link distributed closer time.it tradition questions talk, although chance attending ireland yearly meeting 2023 person meet harvey saturday afternoon. important! registered ireland yearly meeting 2023 planning so, need register public lecture separately. spirituality Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Seminars, Dublin Spirituality Seminars"
1205,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,Passover Meal,"Thu, Apr 13, 7:00 PM",https://www.eventbrite.co.uk/e/passover-meal-tickets-562573381127?aff=ebdssbdestsearch,Johnstown • Dublin,Passover Meal,€8 – €15,2023-04-13 19:00:00,"passover meal johnstown parish centre thur 13th april 7pm, led dr. richard harvey, messianic jewish leader uk dr richard harvey discuss passover jewish feast meal, relevance one new man vision body christ.richard messianic jew london. family came germany parents founding members liberal (reform) synagogue south london. teenager became believer jesus 1974. married monica 2 children 2 grandchildren. president british messianic jewish alliance member messianic jewish-rc dialogue helsinki consultation jewish continuity body christ. spirituality Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Galas, Dublin Spirituality Galas"
1207,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,Passover Dinner,"Fri, Apr 7, 4:45 PM",https://www.eventbrite.com/e/passover-dinner-tickets-596068195017?aff=ebdssbdestsearch,Cornerstone Church • Bray,Passover Dinner,€0 – €22.42,2023-04-07 16:45:00,"""touch, taste see"" interactive dinner help understand significance passover christians today. t﻿he passover meal suitable children interactive.c﻿hildren's tickets free charge.p﻿lease contact organiser special dietary requirements. spirituality Ireland Events, Wicklow Events, Things to do in Bray, Bray Galas, Bray Spirituality Galas, icejpassoverdinner"
1208,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,Signal Fires,"Sat, Apr 22, 7:00 PM",https://www.eventbrite.co.uk/e/signal-fires-tickets-557748349327?aff=ebdssbdestsearch,"St. Catherine's Church, Dublin • Dublin 8",Signal Fires,,2023-04-22 19:00:00,"night prayer worship young people youth leaders across ireland. doubt god move next generation really believe significant lord wants land. therefore, 24-7 prayer come together partnership great organisations run night prayer worship young people youth leaders. want create space young people develop hunger see god move hearts begin burn jesus.as gather together different backgrounds denominations unity worship jesus, hope god nights spill everyday lives, wherever god positioned them.we aim couple worship nights year different locations around ireland make nights accessible. now, would love see dublin. spirituality Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Conferences, Dublin Spirituality Conferences"
1210,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,APOSTOLIC INVASION,"Sat, Apr 29, 3:00 PM",https://www.eventbrite.co.uk/e/apostolic-invasion-tickets-538031585957?aff=ebdssbdestsearch,Dublin • Dublin,APOSTOLIC INVASION,,2023-04-29 15:00:00,"apostolic meeting atmosphere healing sign wonders miracles please register interest god glory shall meet expectation spirituality Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Conferences, Dublin Spirituality Conferences, healing, christian, worship, celebration, events, deliverance, teaching, power, apostolic, miracles signs wonders"
1211,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,The JCFJ Annual Lecture 2023,"Tue, Apr 25, 7:00 PM",https://www.eventbrite.ie/e/the-jcfj-annual-lecture-2023-tickets-596955037587?aff=ebdssbdestsearch,Jesuit Centre for Faith and Justice • Dublin 1,The JCFJ Annual Lecture 2023,,2023-04-25 19:00:00,"year's annual jcfj lecture features dr suzanne mulligan, lecturer moral theology st patrick's college, maynooth. dr suzanne mulligan lecturer moral theology st patrick's college, maynooth. 'homelessness: theologically understood' examine ireland's housing crisis, asking questions economics, social inclusion, common good. ireland's housing homelessness crisis left almost 12,000 people without home. assess this, ethically? say us country, value value? theology teach us respond? spirituality Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Seminars, Dublin Spirituality Seminars, theology, christianity, homelessness, jesuit, socialjustice"
1212,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,A Servant Church on the Synodal Way - Symposium,"Fri, Apr 14, 6:00 PM",https://www.eventbrite.ie/e/a-servant-church-on-the-synodal-way-symposium-tickets-596727787877?aff=ebdssbdestsearch,"Loyola Institute, Trinity College • Dublin",A Servant Church on the Synodal Way - Symposium,,2023-04-14 18:00:00,"public symposium gather reflections upon theme women ministerial service roman catholic church. public symposium gather reflections upon theme women ministerial service roman catholic church, light synodal process. provide update current discussion regarding women deacons, relevance needs changing church ireland europe. confirmed speakers: dr phyllis zagano; dr. bernard pottier sj; pr. jessie rogers; pr. margit eckholt; pr. judith gruber; julieann moran; gerry o'hanlon sj.the conference take place loyola institute campus trinity college. programme run 5.30 8.00 pm friday 14th, 10.00 3.30 pm saturday 15th. admission free.for information contact helen via email loyola@tcd.ie. spirituality Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Other, Dublin Spirituality Other, theology, religion, academic, loyola, academies, trinitycollegedublin, religiousstudies, religious education, trinity college dublin, symposium2023"
1214,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,Science and Divine Action,"Tue, Apr 18, 2:00 PM",https://www.eventbrite.ie/e/science-and-divine-action-tickets-478177550927?aff=ebdssbdestsearch,"St. Patrick's College, Maynooth • Maynooth",Science and Divine Action,From €16.87,2023-04-18 14:00:00,"18-19 april “science divine action” 18-19 april “science divine action”st patrick’s pontifical university hosting conference dedicated science religion, examining relationship god, nature, grace. conference discuss various levels divine causality, natural supernatural, beginning natural world cosmological, quantum, evolutionary-biological perspectives. keynotes speakers: nicanor austriaco op, adam hincks sj, reginald lynch op, cathriona russell, andrew pinsent, ignacio silva, stacy transancoscall papers (submission deadline: 17 february 2023)the conference include sessions short papers. invite scholars deliver short papers conference theme, also theme pertaining generally relationship sciences, religion, philosophy, theology. please submit abstract (6-8 sentences) submit electronically andrew.meszaros@spcm.ie “conference short paper abstract” subject heading. include name, position, institutional affiliation. welcome submissions scholars, senior junior scholars (i.e., doctoral postdoctoral candidates).important dates:17 february: submission deadline24 february: notification acceptance18-19 april: conference datesconference fee €70; includes lunch teh conference dinner evening 18th aprild﻿elegates responsible booking accommodation: limited accommodation available campus, book https://maynoothcampus.com/ use code tac_12/23 avail conference rate. spirituality Ireland Events, Kildare Events, Things to do in Maynooth, Maynooth Conferences, Maynooth Spirituality Conferences"
1215,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,Clane Psychic Show with MICHAEL HENRY :,"Thu, Apr 27, 8:30 PM",https://www.eventbrite.ie/e/clane-psychic-show-with-michael-henry-tickets-565004221837?aff=ebdssbdestsearch,The Westgrove Hotel • Naas,Clane Psychic Show with MICHAEL HENRY :,From €22.42,2023-04-27 20:30:00,"michael henry seventh son, amazing psychic medium demonstrates powers connect ‘crossed over’. michael henry seventh son, amazing psychic medium demonstrates powers connect ‘crossed over’. gift taken world, string international appearances michael one europe's top psychics. chance witness amazing abilities intimate performance. stage pick energies connect loved ones side interesting thought provoking event. michael's events typically sell get tickets today!! .. limited availability ... get tickets today.click learn click best price spirituality Ireland Events, Kildare Events, Things to do in Clane, Clane Performances, Clane Spirituality Performances, fun, psychic, galwayevents, galway, psychic readings, psychic medium, psychic readings event, psychic night, galwaycity, galway events"
1216,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,Psychic Night in Drogheda,"Thu, Apr 20, 8:00 PM",https://www.eventbrite.co.uk/e/psychic-night-in-drogheda-tickets-524349372087?aff=ebdssbdestsearch,The D Hotel • Drogheda,Psychic Night in Drogheda,,2023-04-20 20:00:00,"deeply compassionate, compelling, psychic fiona’s events illustrate loved ones still shape, form, influence us daily. e part evening magical mediumship fiona stewart williams, international psychic medium brings new amazing tour drogheda deeply compassionate, compelling, sometimes shocking fiona’s events illustrate loved ones still shape, form, influence life spirit world. fiona shares remarkable gift bringing comfort knowledge loved ones still draw close guides us every day.fiona opens events connects loved ones truly emotional compassionate way. bring best gift explains loved ones connect us daily basis.during show, fiona’s friendly bubbly personality shines shares stories loved ones unique, honest, sometimes utterly hilarious way. whilst everyone receive message, fiona hopes experience joy families reunited comfort knowledge soul die.the main focus events feel sense comfort healing listening stories others perhaps sharing own, leaving knowledge loved ones closer could ever imagine - whisper away. spirituality Ireland Events, Louth Events, Things to do in Drogheda, Drogheda Performances, Drogheda Spirituality Performances, love, angels, tarot, clairvoyance, drogheda, psychic medium, mediumship demonstration"
1217,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,Hospitality & the Pilgrim: a Quaker’s reflection on communion & community,"Fri, Apr 14, 7:30 PM",https://www.eventbrite.ie/e/hospitality-the-pilgrim-a-quakers-reflection-on-communion-community-tickets-518579775067?aff=ebdssbdestsearch,Dominican retreat centre • Dublin,Hospitality & the Pilgrim: a Quaker’s reflection on communion & community,Sales Ended,2023-04-14 19:30:00,"spirituality journey relationship depth, undertake pilgrims, offering hospitality way. speaker, harvey gillman, served many years outreach secretary britain yearly meeting.he written many insightful, thought-provoking uplifting books, essays articles quakerism nature spirituality. years since retirement continued offer workshops themes. increasingly finds poetry stimulating form theology.i﻿n harvey's words, ""i see spirituality journey relationship depth – self, other, wider community, planet, embrace spirit, known many names, possessed none. undertake journey pilgrims, offering hospitality way. address personal exploration theme.""the talk free charge. held person, simultaneously broadcast webinar wish attend remotely. zoom link distributed closer time.it tradition questions talk, although chance attending ireland yearly meeting 2023 person meet harvey saturday afternoon. important! registered ireland yearly meeting 2023 planning so, need register public lecture separately. spirituality Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Seminars, Dublin Spirituality Seminars"
1218,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=1,Easter Thursday Communion Service,"Thu, Apr 6, 7:00 PM",https://www.eventbrite.ie/e/easter-thursday-communion-service-tickets-591194738377?aff=ebdssbdestsearch,New Life Family Church • Drogheda,Easter Thursday Communion Service,,2023-04-06 19:00:00,"would love join us partake communion worship reflecting last supper build easter sunday would love join us partake communion worship reflecting last supper build easter sunday spirituality Ireland Events, Louth Events, Things to do in Drogheda, Drogheda Other, Drogheda Spirituality Other, drogheda, newlife, communionservice, easter event"
1220,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,A Wee Psychic Night in Monaghan,"Mon, Apr 3, 8:00 PM",https://www.eventbrite.co.uk/e/a-wee-psychic-night-in-monaghan-tickets-522971841857?aff=ebdssbdestsearch,"Four Seasons Hotel & Leisure Club, Monaghan • Monaghan",A Wee Psychic Night in Monaghan,,2023-04-03 20:00:00,"wee psychic night unique event small audience providing personal experience psychic medium fiona stewart williams unique event small audience providing personal experiencedeeply compassionate, compelling sometimes shocking fiona’s events illustrate loved ones still shape, form influence life spirit world. fiona shares remarkable gift bringing comfort knowledge loved ones still draw close guides us every day.fiona opens events connects loved ones truly emotional compassionate way. bring best gift explains loved ones connect us daily basis.during show, fiona’s friendly bubbly personality shines shares stories loved ones unique, honest sometimes utterly hilarious way. whilst everyone receive message, fiona hopes experience joy families reunited comfort knowledge soul die. spirituality Ireland Events, Monaghan Events, Things to do in Monaghan, Monaghan Performances, Monaghan Spirituality Performances, spirituality, angels, psychic, clairvoyance, psychic medium, mediumship demonstration, psychic night, angelsandguides"
1222,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,Ritual theory and practise in the Anglesey Druid Order,"Sun, Apr 16, 12:00 PM",https://www.eventbrite.co.uk/e/ritual-theory-and-practise-in-the-anglesey-druid-order-tickets-540923896937?aff=ebdssbdestsearch,Llanfaelog Village Hall • Ty Croes,Ritual theory and practise in the Anglesey Druid Order,Sold Out,2023-04-16 12:00:00,"ritual theory practise tradition anglesey druid order join anglesey druid order explore nature function ritual anglesey tradition. is, differs pagan traditons thoughts theories behind practises. ritual tradition limited practise within order, incorporated pagan/animistic polytheistic practises. workshop explore ritual is, use it, enhances spiritual practise connection. section conclude ritual practise. workshop presented english. spirituality "
1223,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,"Holiday Bible Club. Stellar, Shine Jesus' Light.","Tue, Apr 4, 10:30 AM + 3 more events",https://www.eventbrite.co.uk/e/holiday-bible-club-stellar-shine-jesus-light-tickets-566217962167?aff=ebdssbdestsearch,9 Glenburn Rd • Dunmurry,"Holiday Bible Club. Stellar, Shine Jesus' Light.",£2,2023-04-04 10:30:00,"holy week launch cosmic quest children learn shining jesus’ light world. £8 total per child 4 days (or £2 per day) i.e. book 4 tickets coming every day.a space themed holiday bible club. morning music, crafts, games yummy food.for primary aged children. young people welcome enquire helpers. spirituality United Kingdom Events, Belfast Events, Things to do in Belfast, Belfast Parties, Belfast Spirituality Parties"
1224,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,DPC Youth,"Thu, Apr 6, 7:00 PM",https://www.eventbrite.co.uk/e/dpc-youth-tickets-563616611457?aff=ebdssbdestsearch,9 Glenburn Rd • Dunmurry,DPC Youth,Free,2023-04-06 19:00:00,"dpc youth fellowship faith, fun & food! dpc youth anyone p.6 age 16. £1 donation arrivalgames, icebreakers, times reflection food.usually 1st 3rd sundays month - see dates register newcomers welcome. spirituality United Kingdom Events, Belfast Events, Things to do in Belfast, Belfast Parties, Belfast Spirituality Parties"
1225,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,Wild Islands  2023,"Fri, Apr 21, 7:00 PM",https://www.eventbrite.co.uk/e/wild-islands-2023-tickets-491081968387?aff=ebdssbdestsearch,La Mon Hotel & Country Club • Belfast,Wild Islands  2023,,2023-04-21 19:00:00,"join us amazing, fun filled, action packed weekend la mon hotel country club beautiful surroundings county down. it’s event you’ve waiting for. wild islands back 2023! come northern ireland help us ring wild bells. join amazing gospel singer godfrey birtill, joy bringer tracey brown switzerland fantastic monika zurbrügg exciting weekend rejoicing freedom joyful gospel jesus.the event take place wonderful county renowned four star la mon hotel country club. make weekend take advantage discounted room rates. guests stay hotel also complementary use country club spa. mention ‘wild islands’ staff hotel. encourage book room quickly possible limited allocation. discounted rate also ends 3 weeks event begin. tickets ‘wild islands‘ limited expected sell quickly encourage book place soon possible. children 17 free charge welcome join us please note child care available venue. excited hosting event see many dear friends joy making new ones. celebrate us 2023. see there! lots love, steve tracey. spirituality "
1226,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,Church Weekend 2023,"Fri, Apr 28, 7:00 PM",https://www.eventbrite.co.uk/e/church-weekend-2023-tickets-425650551257?aff=ebdssbdestsearch,Cleenish Centre • Bellanaleck,Church Weekend 2023,,2023-04-28 19:00:00,"weekend away full fun, food fellowship spend time worshipping god together. join us weekend full fun, food fellowship spend weekend away together build faith relationships other. missed!there activities family alongside main group sessions. details follow! spirituality "
1227,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,Recommitment at Clonard,"Sun, Apr 16, 3:00 PM",https://www.eventbrite.co.uk/e/recommitment-at-clonard-tickets-587316628847?aff=ebdssbdestsearch,Clonard Monastery • Belfast,Recommitment at Clonard,Free,2023-04-16 15:00:00,"rededicating lasting peace. peace matters. 25th anniversary belfast/good friday agreement approaches, look recommit underlying principles ongoing need reconciliation. join us second sunday easter clonard monastery, reflect peacebuilding journey life light continue share.the leader corrymeela, rev. dr. alex wimberly, describes service ‘a chance acknowledge courage helped create moment hope 25 years ago, opportunity rededicate today lasting peace.’‘clonard happy host recommitment service,’ says fr. ciarán o’callaghan (c.ss.r.). ‘we delighted able pray give thanks brothers sisters christian churches faith belief communities, work together ongoing reconciliation.’the recommitment clonard centrepiece series events corrymeela hosting mark anniversary agreement.we thank irish department foreign affairs community relations council support making events possible. spirituality United Kingdom Events, Belfast Events, Things to do in Belfast, Belfast Spirituality Events"
1228,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,From Exclusion to Embrace,"Sat, Apr 15, 10:00 AM",https://www.eventbrite.co.uk/e/from-exclusion-to-embrace-tickets-560917187407?aff=ebdssbdestsearch,"The Church Hall, First Presybterian Church (Non-Subscribning) • Belfast",From Exclusion to Embrace,From £6.13,2023-04-15 10:00:00,"third order society st francis, supported changing attitude ireland, present faith symposium matters lgbtq+ church ‘from exclusion embrace!’lgbtq+ inclusivity church way forward! faith symposium members lgbtq+ community experienced rejection, hurt exclusion church.as lgbtq+ identifying person, parent child ‘comes out’ lgbtq+, church feel like hostile unwelcoming place be! need way positive things do, make easier us feel accepted welcome church family going forward?the third order society st francis, (tssf) anglican tertiary order, pleased organise annual symposium, support changing attitude ireland, (cai) saturday 15th april 10.00am 3.30pm, give voice deep concerns share exclusion lgbtq+ people church life & leadership northern ireland ireland. part joint commitment social justice inclusivity, tssf cai invited four guest speakers join us first church hall, rosemary street, belfast, discuss diverse experiences, beliefs hopes future inclusion lgbtq+ people church large. speakers include:canon ginnie kennerley former journalist university lecturer came ireland husband london working irish times sunday press 1984, graduated tcd theology biblical studies one first women ordained deacon priest 1990, became possible church ireland 1990. recruited changing attitude ireland around 2010 preaching christ church cathedral anglican covenant proposals. dr. leo kilroy out, gay irish man identifies christian. member general synod church ireland sat church's select committee human sexuality. 2017 proposed motion synod church blessings gay couples. served secretary changing attitude ireland number years. david austin vicar oldham, cjp officer mersey valley tssf chair oldham lgbtqi pride festival. became christian age 14 immediately felt called full time church ministry. always felt drawn work marginalized - based upon experiences gay man. mrs lesley macaulay lives portstewart husband tony. active members within presbyterian church ireland, 2018 resigned members church, ruled anyone same-sex relationship could full member church. lesley’s daughter beth sex relationship. lesley continued support lgbt+ community parents lgbt+ children. addition presentations four guest speakers, time discussion topics covered speakers, groups, plus opportunity hear briefly work tssf cai light lunch.the tssf cai intend day one offers encouragement, affirmation, support, especially people experienced hurt, rejection discrimination church sexuality.places limited 60, selling fast, encourage book place advance avoid disappointment. light lunch refreshments served event, making small charge £10pp, £5pp student unwaged.please contact jo pawson - joanna_pawson@yahoo.co.uk - questions. spirituality United Kingdom Events, Belfast Events, Things to do in Belfast, Belfast Conferences, Belfast Spirituality Conferences, lgbtq, church"
1230,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,School of The Holy Spirit,"Fri, Apr 7, 7:00 PM + 3 more events",https://www.eventbrite.com/e/school-of-the-holy-spirit-tickets-510916032607?aff=ebdssbdestsearch,58 Northumberland St • Belfast,School of The Holy Spirit,Free,2023-04-07 19:00:00,"come learn minister power anointing holy sprit god! school holy spirit using ""manual ministering spiritual gifts"" christian international learn biblical truths concerning spiritual gifts apply truths daily walk god. session include activation time, opportunity step faith apply learned. spirituality United Kingdom Events, Belfast Events, Things to do in Belfast, Belfast Classes, Belfast Spirituality Classes, lfcc"
1231,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,F.B.I 'EGGSCELLENT EASTER EGGSPERIENCE' 2023,"Fri, Apr 7, 10:30 AM",https://www.eventbrite.co.uk/e/fbi-eggscellent-easter-eggsperience-2023-tickets-559601181197?aff=ebdssbdestsearch,Dundonald Presbyterian Church • Dundonald,F.B.I 'EGGSCELLENT EASTER EGGSPERIENCE' 2023,Free,2023-04-07 10:30:00,"easter club primary school children f.b.i easter club 202'eggscellent easter eggsperience'fri 7th april 2023 (10.30am - 1.00pm)all primary school children welcomegames, music, craft, treats, bible exploration, singing much much more...an initiative dundonald bible ministries spirituality "
1232,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,First Aid Training,"Sat, Apr 22, 9:00 AM",https://www.eventbrite.co.uk/e/first-aid-training-tickets-566599583607?aff=ebdssbdestsearch,Craigleith Drive • Dundonald,First Aid Training,,2023-04-22 09:00:00,"emergency first aid certificate training anyone aged 16yrs+ involved church leadership course delivered r.e.c first aid trainers teach ' emergency first aid work & a.e.d (defibrillator) course (hse ni compliant content)'. gain emergency first aid certificate work (1 day) hse ni compliant valid 3 years. course ideally suited work church ministry context children, youth adults. practical skills training course candidates taught practical first aid skills requiring full involvement. applicable, partner work undertaken. candidates must present entire day.the course includes full training cpr use aedwe also deliver peadiatric cpr/ aed choking skills drillsno previous first aid experience required; however willingness participate fully required. candidates must present entire course.cost: £65 payable day. lunch tea/coffee provided.for information, contact andrew brannigan andrew@downanddromore.org 07950 84662 spirituality "
1233,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,Pasg Berea,"Sat, Apr 8, 10:00 AM",https://www.eventbrite.co.uk/e/pasg-berea-tickets-595733383587?aff=ebdssbdestsearch,Berea Newydd • Bangor,Pasg Berea,,2023-04-08 10:00:00,"cyfle deuluoedd ddathlu hanes pasg drwy gemau, crefft mwy / event families celebrate easter story games, craft & b﻿yddwn yn darparu pwdin diodydd ond bydd angen bawb sydd eisiau ddod â phecyn bwyd.pudding drinks provided want need bring packed lunch. spirituality United Kingdom Events, Gwynedd Events, Things to do in Bangor, Bangor Parties, Bangor Spirituality Parties, bangoreasterevents, pasgberea"
1234,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,Kid's Easter Programme,"Wed, Apr 5, 10:00 AM + 2 more events",https://www.eventbrite.co.uk/e/kids-easter-programme-tickets-595286276277?aff=ebdssbdestsearch,Crosspoint Church • Dundonald,Kid's Easter Programme,Free,2023-04-05 10:00:00,"children primary 1 primary 7 special easter programme primary aged kids; games, arts crafts, songs, story snacks. crosspoint church, comber road, dundonald wednesday 5 april, thursday 6 april friday 7 april 10am 12 noon. learn true meaning easter story fun! spirituality "
1235,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,Belfast: Prophetic Encounter with Jennifer LeClaire,"Wed, Apr 26, 7:30 PM",https://www.eventbrite.com/e/belfast-prophetic-encounter-with-jennifer-leclaire-tickets-571013916997?aff=ebdssbdestsearch,Abundant Grace Christian Assembly • Belfast,Belfast: Prophetic Encounter with Jennifer LeClaire,Free,2023-04-26 19:30:00,"meet jennifer leclaire night prophetic encounter belfast. meet jennifer leclaire night prophetic encounter! jennifer teach, pray impart one-night-only event. come expecting. please register coming belfast.j﻿oin awakening prayer hubs www.awakeningprayerhubs.com. spirituality United Kingdom Events, Belfast Events, Things to do in Belfast, Belfast Conferences, Belfast Spirituality Conferences, prophecy, prophetic, revival, prophesy, prophetic ministry, prophetic training, prophetic conference, prophetic activation, prophetic encounter, prophetic awakening"
1236,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,Passion of the Christ screening at the Cathy Short Theatre,"Thu, Apr 6, 7:00 PM",https://www.eventbrite.co.uk/e/passion-of-the-christ-screening-at-the-cathy-short-theatre-tickets-596004835507?aff=ebdssbdestsearch,Jennymount Business Park • Belfast,Passion of the Christ screening at the Cathy Short Theatre,,2023-04-06 19:00:00,"easter showing ‘passion christ’ cathy short theatre jennymount business park. easter showing ‘passion christ’ cathy short theatre jennymount business park. join us see accurate portrayal happened first good friday.everyone welcome, aware film certificate 18. spirituality United Kingdom Events, Belfast Events, Things to do in Belfast, Belfast Screenings, Belfast Spirituality Screenings, pci, easter, northbelfast, passionofchrist, alexandrapresbyterian, cathyshorttheatre, jennymountbusinesspark"
1237,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,Praise Hymn,"Sat, Apr 1, 7:30 PM",https://www.eventbrite.com/e/praise-hymn-tickets-510998178307?aff=ebdssbdestsearch,Glenmachan Church of God • Belfast,Praise Hymn,£15,2023-04-01 19:30:00,"love praise god singing? sing along choir invited singers favourite hymns songs. c﻿ome blend voices choir invited singers enjoy evening beautiful hymns songs, new old. spirituality United Kingdom Events, North Down Events, Things to do in Holywood, Holywood Performances, Holywood Spirituality Performances, singing, choir, gospel, gospelconcert, newsong, praisehim, nsconcerts, glenmachan, praisehymn"
1238,spirituality,https://www.eventbrite.com/d/ireland--dublin/spirituality--events--next-month/?page=2,The Power of Prayer and Ministry with Roy Godwin,"Fri, Mar 31, 7:30 PM",https://www.eventbrite.co.uk/e/the-power-of-prayer-and-ministry-with-roy-godwin-tickets-489536987307?aff=ebdssbdestsearch,Belfast Bible College • Dunmurry,The Power of Prayer and Ministry with Roy Godwin,£35 – £60,2023-03-31 19:30:00,"weekend conference roy godwin, founder fflald brenin retreat centre wales houses prayer movement globally. roy gave lucrative job offer london go rural wales found prayer revival retreat centre. situated 3 hours’ drive away major metropolis, god began work marvellous ways lives attended weekends conferences. fact, 100,000 people came world prayer ministry! flavour spirit’s love power years encapsulated stories teaching roy’s two internationally selling books, grace outpouring way blessing. early booking recommended.a﻿ concession rate available currently students, people retired facing limited resources recieving benefits. spirituality United Kingdom Events, Belfast Events, Things to do in Belfast, Belfast Conferences, Belfast Spirituality Conferences, prayer, holyspirit"
