EventName,Fare,TypeOfTrip,Ratings,description,Link,Event_Type
21. Premium Whiskey and Food Tasting in Dublin,€186.12,Private and Luxury,5.0 ,Nothing goes better with Irish food than a glass of Irish whiskey. Let us guide you through the best ways to pair Irish … ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11485236-Premium_Whiskey_and_Food_Tasting_in_Dublin-Dublin_County_Dublin.html,Food & Wine
22. Dublin Pub Tour,€25.00,Walking Tours,5.0 ,"Avoid the tourist traps and fake 'Irish' pubs! Escape with the locals to learn how to savour a pint of Guinness, sample … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17538927-Dublin_Pub_Tour-Dublin_County_Dublin.html,Food & Wine
23. 3-Hour Drinks on Foot Dublin Walking Guided Tour,€80.00,Walking Tours,5.0 ,"Experience local brews that real Dubliners enjoy.

Learn Irish history as you sip.
Step inside four traditional Dublin pubs… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d24058243-3_Hour_Drinks_on_Foot_Dublin_Walking_Guided_Tour-Dublin_County_Dublin.html,Food & Wine
24. Meet and Eat Dublin: Dublin Food Walking Tour,€79.00,City Tours,5.0 ,"Explore the culinary traditions and innovations of Dublin on this culinary walking tour. Led by local food enthusiasts, … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d12816791-Meet_and_Eat_Dublin_Dublin_Food_Walking_Tour-Dublin_County_Dublin.html,Food & Wine
25. The Whiskey Trail Dublin Tasting Tour with Local Guide,€79.44,Private and Luxury,5.0 ,"There is nothing better than an Irish pub - a perfect place to relax, unwind and experience Irish whiskey. On this 2.5-hour… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d12350210-The_Whiskey_Trail_Dublin_Tasting_Tour_with_Local_Guide-Dublin_County_Dublin.html,Food & Wine
"26. Private Cooking Class in a Modern Home with Sea Views in Skerries, Dublin",€172.97,Cooking Classes,5.0 ,Join your host Elena for a fun and relaxed cooking class in her modern home with stunning panoramic sea views in Skerries… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d13271563-Private_Cooking_Class_in_a_Modern_Home_with_Sea_Views_in_Skerries_Dublin-Dublin_Co.html,Food & Wine
27. Dublin walking tasting tour with Secret Food Tours (Private Tour),€194.40,Walking Tours,5.0 ,"Go where the locals eat, drink, relax and enjoy the dazzling city of Dublin. We will be imparting our local knowledge of… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d19874072-Dublin_walking_tasting_tour_with_Secret_Food_Tours_Private_Tour-Dublin_County_Dubl.html,Food & Wine
28. Dublin Sights and Pints,€20.00,Private and Luxury,5.0 ,"Your group has folks who want to explore the city but others who just want to have a beer and relax in a local pub, right… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17575450-Dublin_Sights_and_Pints-Dublin_County_Dublin.html,Food & Wine
29. The Black Experience Pub Tour,€55.00,Nightlife,5.0 ,For decades now people have believed that one can only experience the famous Irish nightlife in Temple Bar. It is true that… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d17846318-The_Black_Experience_Pub_Tour-Dublin_County_Dublin.html,Food & Wine
30. Premium Irish Whiskey Tasting Hosted by Local Dublin Expert,,Cocktail Tastings,5.0 ,Experience Irish Whiskey caters for all levels of the modern day aficionado. We offer 6 whiskies which are all premium Irish… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d24092513-Premium_Irish_Whiskey_Tasting_Hosted_by_Local_Dublin_Expert-Dublin_County_Dublin.html,Food & Wine
"31. Classic Irish Pubs Private Tour of Dublin: Live Music, Beer and Nightlife",€127.00,Nightlife,4.5 ,"Food and culture go hand in hand in Dublin, and there's a food tradition in particular that makes the city even more flavorful… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17809469-Classic_Irish_Pubs_Private_Tour_of_Dublin_Live_Music_Beer_and_Nightlife-Dublin_Cou.html,Food & Wine
32. Castles & Classics Tour: Essential Ireland,"€2,799.00",Bus Tours,5.0 ,"A LUXURY TOUR OF IRELAND'S CASTLES & CLASSIC EXPERIENCES 

You’ll never forget checking into world famous 12th century Ashford… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d25000851-Castles_Classics_Tour_Essential_Ireland-Dublin_County_Dublin.html,Food & Wine
33. Dublin Pub Crawl,€186.12,Walking Tours,5.0 ,"Dublin is where pubs are born. Some don't survive, many leave the Irish shore, several have mid-life crises, but few are… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17575453-Dublin_Pub_Crawl-Dublin_County_Dublin.html,Food & Wine
34. The 10 Tastings of Dublin With Locals: Private Food Tour,€181.00,Walking Tours,4.0 ,Eat your way through Dublin's culinary scene on a private food tour. Go on a delicious journey as you try 10 of the best… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d17809467-The_10_Tastings_of_Dublin_With_Locals_Private_Food_Tour-Dublin_County_Dublin.html,Food & Wine
35. Gin Tasting Masterclass In Stillgarden Distillery,€40.00,1 hour,5.0 ,Visit Stillgarden Distillery for an exquisite Gin Tasting and find out the gin-spiration behind our range of beautifully… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d25296856-Gin_Tasting_Masterclass_In_Stillgarden_Distillery-Dublin_County_Dublin.html,Food & Wine
36. Learn to Cook with a Local Chef in her Beautiful Dublin Home,€186.25,Cooking Classes,0.0,Join your local host Erica at her high-ceilinged kitchen in her Victorian red brick house to learn to cook a traditional… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d14170319-Learn_to_Cook_with_a_Local_Chef_in_her_Beautiful_Dublin_Home-Dublin_County_Dublin.html,Food & Wine
37. The True Dublin Experience: Private Irish Pub Culture Tour,€217.52,City Tours,0.0,"Enjoy a privately guided pub tour of Dublin, where you will avoid the tourist traps and fake 'Irish' pubs! Instead, you … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d23942770-The_True_Dublin_Experience_Private_Irish_Pub_Culture_Tour-Dublin_County_Dublin.html,Food & Wine
"38. Pubs, Grub, and History: Dublin Food & Drink Tasting Tour",€89.00,Walking Tours,0.0,"From its roots as a Viking outpost to its status today as a prime destination for visitors, there's so much to love about… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d25382705-Pubs_Grub_and_History_Dublin_Food_Drink_Tasting_Tour-Dublin_County_Dublin.html,Food & Wine
39. Afternoon Tea with Vintage Charm: Experience the Irish Way,€68.60,1–2 hours,0.0,Sit back and relax with a cup of tea and let our hosts regale you with their favourite tales of Dublin as we take a jaunt… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d25375901-Afternoon_Tea_with_Vintage_Charm_Experience_the_Irish_Way-Dublin_County_Dublin.html,Food & Wine
40. Private Solo photoshoot in Dublin,€140.00,Private and Luxury,0.0,"PRIVATE Travel Photographer ️‍LGBTQ+ Friendly
My goal is to share this experience with people traveling to Ireland and give… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d19099637-Private_Solo_photoshoot_in_Dublin-Dublin_County_Dublin.html,Food & Wine
41. 2-Day Connemara and Galway Bay Rail Tour from Dublin,€369.00,Bus Tours,0.0,"Leave Dublin behind and board a train for Galway Bay! After an overnight stay in Galway, enjoy a coach tour with a friendly… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11448773-2_Day_Connemara_and_Galway_Bay_Rail_Tour_from_Dublin-Dublin_County_Dublin.html,Food & Wine
42. Authentic Cambodian Feast with Dublin Khmer Chef,€115.39,2 hours,0.0,"Host Veasna, a talented Cambodian chef, and his partner Niall invite you to their home in the heart of Dublin to treat your… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d21195544-Authentic_Cambodian_Feast_with_Dublin_Khmer_Chef-Dublin_County_Dublin.html,Food & Wine
43. Irish Whiskey Tasting in Dublin,€150.00,2 hours,0.0,Irish whiskey was one of the earliest distilled drinks in Europe. Who were the founders of this drink? What is its history… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d17330106-Irish_Whiskey_Tasting_in_Dublin-Dublin_County_Dublin.html,Food & Wine
1. Saint Patrick's Festival in Dublin City,,Cultural Events,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10020429-Reviews-Saint_Patrick_s_Festival_in_Dublin_City-Dublin_County_Dublin.html,Events
2. Féile Nasc Folk & Traditional Music Festival,,Music Festivals,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24034873-Reviews-Feile_Nasc_Folk_Traditional_Music_Festival-Dublin_County_Dublin.html,Events
3. TradFest Temple Bar,,Music Festivals,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24150571-Reviews-TradFest_Temple_Bar-Dublin_County_Dublin.html,Events
4. Fair Lady,,Cultural Events,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20264231-Reviews-Fair_Lady-Dublin_County_Dublin.html,Events
5. Van Gogh Dublin - An Immersive Journey,,Exhibitions,2.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24078455-Reviews-Van_Gogh_Dublin_An_Immersive_Journey-Dublin_County_Dublin.html,Events
1. National Gallery of Ireland,,Art Galleries,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189050-Reviews-National_Gallery_of_Ireland-Dublin_County_Dublin.html,Shopping
2. St. Stephen's Green Shopping Centre,,Shopping Malls,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d191023-Reviews-St_Stephen_s_Green_Shopping_Centre-Dublin_County_Dublin.html,Shopping
3. Brown Thomas,,Department Stores,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189576-Reviews-Brown_Thomas-Dublin_County_Dublin.html,Shopping
4. Powerscourt Townhouse Centre,,Shopping Malls,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189583-Reviews-Powerscourt_Townhouse_Centre-Dublin_County_Dublin.html,Shopping
5. Olivier Cornet Gallery,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8388149-Reviews-Olivier_Cornet_Gallery-Dublin_County_Dublin.html,Shopping
6. Needful Things,,Antique Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d18933494-Reviews-Needful_Things-Dublin_County_Dublin.html,Shopping
7. George's Street Arcade,,Historic Walking Areas • Flea & Street Markets,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189578-Reviews-George_s_Street_Arcade-Dublin_County_Dublin.html,Shopping
8. Fallon & Byrne,,Shopping Malls,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3377594-Reviews-Fallon_Byrne-Dublin_County_Dublin.html,Shopping
9. Courtville Matthew Weldon,,Antique Shops • Shopping Malls,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663531-Reviews-Courtville_Matthew_Weldon-Dublin_County_Dublin.html,Shopping
10. Royal Hibernian Academy,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3334117-Reviews-Royal_Hibernian_Academy-Dublin_County_Dublin.html,Shopping
11. The Icon Factory & The Icon Walk,,Art Galleries • Art Museums,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3367968-Reviews-The_Icon_Factory_The_Icon_Walk-Dublin_County_Dublin.html,Shopping
12. Science Gallery Dublin,,Art Galleries • Science Museums,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2319009-Reviews-Science_Gallery_Dublin-Dublin_County_Dublin.html,Shopping
13. Halfpenny Bridge Market,,Flea & Street Markets,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189580-Reviews-Halfpenny_Bridge_Market-Dublin_County_Dublin.html,Shopping
14. Project Arts Centre,,Art Galleries • Theatres,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216358-Reviews-Project_Arts_Centre-Dublin_County_Dublin.html,Shopping
15. Temple Bar Food Market,,Points of Interest & Landmarks • Flea & Street Markets,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d195413-Reviews-Temple_Bar_Food_Market-Dublin_County_Dublin.html,Shopping
16. Jervis Shopping Centre,,Shopping Malls,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663596-Reviews-Jervis_Shopping_Centre-Dublin_County_Dublin.html,Shopping
17. Cobalt Cafe and Gallery,,Art Galleries,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216246-Reviews-Cobalt_Cafe_and_Gallery-Dublin_County_Dublin.html,Shopping
18. Merrion Square Outdoor Gallery,,Art Galleries,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216330-Reviews-Merrion_Square_Outdoor_Gallery-Dublin_County_Dublin.html,Shopping
19. Gallery of Photography,,Art Galleries,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216259-Reviews-Gallery_of_Photography-Dublin_County_Dublin.html,Shopping
20. Hang Tough Contemporary,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23870878-Reviews-Hang_Tough_Contemporary-Dublin_County_Dublin.html,Shopping
21. Boulevard Gallery,,Art Galleries • Flea & Street Markets,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d214877-Reviews-Boulevard_Gallery-Dublin_County_Dublin.html,Shopping
22. Rhinestones,,Antique Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189605-Reviews-Rhinestones-Dublin_County_Dublin.html,Shopping
23. Wilde Vintage Dublin,,Flea & Street Markets,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17374878-Reviews-Wilde_Vintage_Dublin-Dublin_County_Dublin.html,Shopping
24. The Doorway Gallery,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d14763990-Reviews-The_Doorway_Gallery-Dublin_County_Dublin.html,Shopping
25. John Farrington Antiques,,Antique Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189606-Reviews-John_Farrington_Antiques-Dublin_County_Dublin.html,Shopping
26. The Liberty Market,,Flea & Street Markets,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663608-Reviews-The_Liberty_Market-Dublin_County_Dublin.html,Shopping
27. The Douglas Hyde Gallery of Contemporary Art,,Art Galleries • Architectural Buildings,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216251-Reviews-The_Douglas_Hyde_Gallery_of_Contemporary_Art-Dublin_County_Dublin.html,Shopping
28. Kerlin Gallery,,Art Galleries,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216539-Reviews-Kerlin_Gallery-Dublin_County_Dublin.html,Shopping
29. Martin Fennelly Antiques,,Antique Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8548593-Reviews-Martin_Fennelly_Antiques-Dublin_County_Dublin.html,Shopping
30. Sweny's,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7393421-Reviews-Sweny_s-Dublin_County_Dublin.html,Shopping
31. Ilac Centre,,Shopping Malls,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10822136-Reviews-Ilac_Centre-Dublin_County_Dublin.html,Shopping
32. Carrolls Irish Gifts,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7788183-Reviews-Carrolls_Irish_Gifts-Dublin_County_Dublin.html,Shopping
33. Blanchardstown Centre,,Shopping Malls,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13510735-Reviews-Blanchardstown_Centre-Dublin_County_Dublin.html,Shopping
34. Kevin & Howlin,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189591-Reviews-Kevin_Howlin-Dublin_County_Dublin.html,Shopping
35. Gallery Zozimus,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2248518-Reviews-Gallery_Zozimus-Dublin_County_Dublin.html,Shopping
"36. Art, Bites, Crafts Drumcondra Market",,Flea & Street Markets,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7753775-Reviews-Art_Bites_Crafts_Drumcondra_Market-Dublin_County_Dublin.html,Shopping
37. Omni Park Shopping Centre,,Shopping Malls,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663536-Reviews-Omni_Park_Shopping_Centre-Dublin_County_Dublin.html,Shopping
38. Celtic Whiskey Shop,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4371031-Reviews-Celtic_Whiskey_Shop-Dublin_County_Dublin.html,Shopping
39. Timepiece Antique Clocks,,Antique Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d274493-Reviews-Timepiece_Antique_Clocks-Dublin_County_Dublin.html,Shopping
40. Taylor Galleries,,Art Galleries,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216533-Reviews-Taylor_Galleries-Dublin_County_Dublin.html,Shopping
41. Hodges Figgis,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7228077-Reviews-Hodges_Figgis-Dublin_County_Dublin.html,Shopping
42. Decent Cigar Emporium,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189603-Reviews-Decent_Cigar_Emporium-Dublin_County_Dublin.html,Shopping
43. Gormleys Fine Art,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12095620-Reviews-Gormleys_Fine_Art-Dublin_County_Dublin.html,Shopping
44. Jam Art Factory,,Speciality & Gift Shops • Points of Interest & Landmarks,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7381284-Reviews-Jam_Art_Factory-Dublin_County_Dublin.html,Shopping
45. Kilkenny Shop,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189581-Reviews-Kilkenny_Shop-Dublin_County_Dublin.html,Shopping
"46. Butlers Chocolate Café, Grafton Street",,Speciality & Gift Shops • Coffee Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189595-Reviews-Butlers_Chocolate_Cafe_Grafton_Street-Dublin_County_Dublin.html,Shopping
47. Nutgrove Shopping Centre,,Shopping Malls,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663532-Reviews-Nutgrove_Shopping_Centre-Dublin_County_Dublin.html,Shopping
48. Wholesale Fruit Vegetable And Flower Market,,Historic Sites • Farmers Markets,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12348592-Reviews-Wholesale_Fruit_Vegetable_And_Flower_Market-Dublin_County_Dublin.html,Shopping
49. A Store Is Born,,Antique Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d14697874-Reviews-A_Store_Is_Born-Dublin_County_Dublin.html,Shopping
50. Ha'penny Flea Market,,Flea & Street Markets,3.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7082420-Reviews-Ha_penny_Flea_Market-Dublin_County_Dublin.html,Shopping
51. Stillorgan Village Centre,,Shopping Malls,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17530482-Reviews-Stillorgan_Village_Centre-Dublin_County_Dublin.html,Shopping
52. Artisan Brew Academy,,Speciality & Gift Shops • Breweries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12262135-Reviews-Artisan_Brew_Academy-Dublin_County_Dublin.html,Shopping
53. This is Knit,,Speciality & Gift Shops • Lessons & Workshops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4353022-Reviews-This_is_Knit-Dublin_County_Dublin.html,Shopping
54. James Joyce Cultural Centre,,Speciality & Gift Shops • Art Galleries,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189080-Reviews-James_Joyce_Cultural_Centre-Dublin_County_Dublin.html,Shopping
55. Moore Street Mall,,Shopping Malls,3.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7136415-Reviews-Moore_Street_Mall-Dublin_County_Dublin.html,Shopping
56. Rubicon Gallery,,Art Galleries,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216380-Reviews-Rubicon_Gallery-Dublin_County_Dublin.html,Shopping
57. Aga Szot Art Studio,,Art Galleries • Art Museums,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13161967-Reviews-Aga_Szot_Art_Studio-Dublin_County_Dublin.html,Shopping
58. Graphic Studio Gallery,,Art Galleries,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d188824-Reviews-Graphic_Studio_Gallery-Dublin_County_Dublin.html,Shopping
59. O'Sullivan Antiques,,Antique Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663546-Reviews-O_Sullivan_Antiques-Dublin_County_Dublin.html,Shopping
60. Sheridans,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189594-Reviews-Sheridans-Dublin_County_Dublin.html,Shopping
61. Johnston Antiques,,Antique Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663549-Reviews-Johnston_Antiques-Dublin_County_Dublin.html,Shopping
62. Apollo Gallery,,Art Galleries,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189607-Reviews-Apollo_Gallery-Dublin_County_Dublin.html,Shopping
63. Cleo Knitwear,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2391503-Reviews-Cleo_Knitwear-Dublin_County_Dublin.html,Shopping
64. SO Fine Art Editions,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6403710-Reviews-SO_Fine_Art_Editions-Dublin_County_Dublin.html,Shopping
65. Jam Art Factory,,Speciality & Gift Shops • Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2636697-Reviews-Jam_Art_Factory-Dublin_County_Dublin.html,Shopping
66. Oriental Rugs Dublin,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4345343-Reviews-Oriental_Rugs_Dublin-Dublin_County_Dublin.html,Shopping
67. The Green Gallery,,Art Galleries • Art Museums,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24084835-Reviews-The_Green_Gallery-Dublin_County_Dublin.html,Shopping
68. Origin Gallery,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6277161-Reviews-Origin_Gallery-Dublin_County_Dublin.html,Shopping
69. Hallward Gallery,,Art Galleries,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216273-Reviews-Hallward_Gallery-Dublin_County_Dublin.html,Shopping
70. Books Upstairs,,Speciality & Gift Shops • Coffee Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10053099-Reviews-Books_Upstairs-Dublin_County_Dublin.html,Shopping
71. Chapters Bookstore,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2695286-Reviews-Chapters_Bookstore-Dublin_County_Dublin.html,Shopping
72. Evans Art Supplies,,Art Galleries • Department Stores,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d21322674-Reviews-Evans_Art_Supplies-Dublin_County_Dublin.html,Shopping
73. Smithfield Outdoor Market,,Flea & Street Markets,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663534-Reviews-Smithfield_Outdoor_Market-Dublin_County_Dublin.html,Shopping
74. Irish Village Markets,,Flea & Street Markets,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20057295-Reviews-Irish_Village_Markets-Dublin_County_Dublin.html,Shopping
75. Irish Linen House Gift Shop,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17154658-Reviews-Irish_Linen_House_Gift_Shop-Dublin_County_Dublin.html,Shopping
76. Aran Sweater Market,,Speciality & Gift Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12365391-Reviews-Aran_Sweater_Market-Dublin_County_Dublin.html,Shopping
77. The Whichcraft Gallery,,Art Galleries,2.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216540-Reviews-The_Whichcraft_Gallery-Dublin_County_Dublin.html,Shopping
78. Harvey Nichols (Dublin) Ltd,,Department Stores,3.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d9851954-Reviews-Harvey_Nichols_Dublin_Ltd-Dublin_County_Dublin.html,Shopping
79. Antique Prints,,Antique Shops,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189593-Reviews-Antique_Prints-Dublin_County_Dublin.html,Shopping
80. Lucy's Lounge,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6060402-Reviews-Lucy_s_Lounge-Dublin_County_Dublin.html,Shopping
81. Peterson of Dublin,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189604-Reviews-Peterson_of_Dublin-Dublin_County_Dublin.html,Shopping
82. Hang Tough Studio & Gallery,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d18933362-Reviews-Hang_Tough_Studio_Gallery-Dublin_County_Dublin.html,Shopping
83. IDA Tower,,Shopping Malls,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189601-Reviews-IDA_Tower-Dublin_County_Dublin.html,Shopping
84. Ulysses Rare Books,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189056-Reviews-Ulysses_Rare_Books-Dublin_County_Dublin.html,Shopping
85. Claddagh Jewellers,,Department Stores,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23635871-Reviews-Claddagh_Jewellers-Dublin_County_Dublin.html,Shopping
86. Designer Mart Temple Bar,,Flea & Street Markets,3.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12032540-Reviews-Designer_Mart_Temple_Bar-Dublin_County_Dublin.html,Shopping
87. The State Appartment,,Art Galleries • History Museums,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16843938-Reviews-The_State_Appartment-Dublin_County_Dublin.html,Shopping
88. Celtic Spirit Jewellery,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3176867-Reviews-Celtic_Spirit_Jewellery-Dublin_County_Dublin.html,Shopping
89. Alliance Francaise Dublin,,Art Galleries,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20036305-Reviews-Alliance_Francaise_Dublin-Dublin_County_Dublin.html,Shopping
90. The Bakery by Cupcake Bloke,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5532688-Reviews-The_Bakery_by_Cupcake_Bloke-Dublin_County_Dublin.html,Shopping
91. Arnotts Department Store,,Speciality & Gift Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5584614-Reviews-Arnotts_Department_Store-Dublin_County_Dublin.html,Shopping
92. Jorgensen Gallery,,Art Galleries • Antique Shops,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12096123-Reviews-Jorgensen_Gallery-Dublin_County_Dublin.html,Shopping
93. Carol Clarke Jewelry,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8563750-Reviews-Carol_Clarke_Jewelry-Dublin_County_Dublin.html,Shopping
94. Original Print Gallery,,Art Galleries,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216349-Reviews-Original_Print_Gallery-Dublin_County_Dublin.html,Shopping
95. DesignYard,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d564987-Reviews-DesignYard-Dublin_County_Dublin.html,Shopping
