Event_Cat,Page,Event_brite_url,Event_Name,Event_Time,Event_Link,Event_Location,Start_date_Event_Page,Event_Title,Event_Summary,Event_Date_Range,Event_Address,Event_Description,Event_Tag_List,Ticket_Fare
hobbies--events,3,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=3,"Fused Glass OGHAM Experience with Artist, Tracey Mc Verry","Sat, Apr 22, 10:00 AM",https://www.eventbrite.co.uk/e/fused-glass-ogham-experience-with-artist-tracey-mc-verry-tickets-460465513747?aff=ebdssbdestsearch,White/Rock Glass Studio • Newry,2023-04-22,"Fused Glass OGHAM Experience with Artist, Tracey Mc Verry","Full Day Creative Experience at White Rock Glass Studio creating a bespoke piece of fused glass, inspired by the ancient language of Ogham.","Sat, 22 Apr 2023 10:00 - 16:00 BST",White/Rock Glass Studio 11 Whiterock Road Newtownhamilton Newry BT35 0AW United Kingdom,"Reconnect with your inner creative in this fully immersive, fused glass experience at White Rock Glass Studio with professional visual artist Tracey Mc Verry. Surrounded by the wild and dramatic scenery of the Fews Mountains, once the haunt of robbers and highwaymen, Tracey welcomes visitors to her safely nestled 5th generation family home and glass studio, overlooking the National Trusts ancient Ballymoyer Woodland. Here you will feast your senses whilst creating your own bespoke piece of fused glass artwork inspired by OGHAM in a professional artists studio. Ogham (pronounced ‘oh-am’) is an ancient Celtic alphabet which takes the form of linear strokes and notches cut into stone, etched onto wood or written on parchment. It appears on monumental inscriptions found mainly on standing stones across the island of Ireland but is also found in Scotland, Wales and the Isle of Man. Ogham was used to translate Primitive and Old Irish, and also to write Old Welsh, Pictish and Latin. It is a mysterious and beautiful language which historians and archaeologists believe was used as a way finding tool or a marker of land ownership and prominent sites. Ogham has heavily inspired Tracey’s artwork for many years. With her as your tutor and host you will explore the mysterious language of Ogham and learn to translate a chosen word using the beautiful medium of fused glass. Listen to Tracey's story of how her home, her connection to her ancestors and her artistic practice of sculpture and glass are intrinsically linked and inspire each other. Watch Tracey as she takes you through this creative process, step by step, guiding you while you design your own art work using language, colour and form to inspire your piece.Learn to cut and shape glass using specialist hand tools and cutters, add coloured glass inclusions using glass frits, stringers and confetti and finally assemble your cold glass panel prior to loading it into the kiln in preparation for firing. Collectively you will close the kiln and start the firing process. Your beautiful piece of artwork is then fired in the glass kiln at 840 degrees over an 8 hour period and cooled slowly to room temperature the following day. It is then carefully assembled into a custom made frame, ready for delivery to you five working days later. The artwork will be delivered using Royal Mail Special Delivery and will arrive safely as a beautiful memento of your experience at White Rock Glass Studio.All materials, glass equipment and safety equipment are supplied for you on the day. Wear comfortable and sensible clothing with closed toe footwear.Enjoy locally sourced refreshments and a fresh traditional home cooked lunch, all served in the 'front kitchen' of Tracey's ancestral home.Covid Precautions:  All precautions have been taken to ensure your experience is as relaxed and safe as possible whilst at White Rock Glass Studio.Be assured that the space has been adapted for your safety and peace of mind.All participants asked to take a Rapid Lateral Flow Test one day prior to attendanceSanitiser is providedParticipants are asked to wear a visor unless proof of exemption can be shownAll seating is 1.5 meters apartThe space is well ventilatedRegular breaks will be encouraged. Meet your host and artistic guide for the day, Tracey Mc VerryWhite Rock Glass Studio overlooking the beautiful South Armagh countrysideThe rolling hills of Ballymoyer, South Armagh from outside Tracey's glass studio.Traceys ancestral home and glass studio nestled in a traditional Irish country cottage courtyardThe Kilnasagart Standing Stone found outside the village of Jonesborough, South Armagh. The most local Ogham stone to White Rock Glass StudioCutting and laying cold glass on to their chosen Ogham designs prior to firingA day of creative play and relaxation in the glass studio complete. What a sense of achievement!A selection of Fused Glass OGHAM artworks, mounted, framed and ready for special delivery to their makers",[],£150
hobbies--events,3,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=3,Therapeutic Horse Riding Sessions,"Sat, Apr 1, 10:00 AM",https://www.eventbrite.ie/e/therapeutic-horse-riding-sessions-tickets-582228710747?aff=ebdssbdestsearch,Happy Trails Therapeutic Riding School • Enniscorthy,2023-04-01,Therapeutic Horse Riding Sessions,CAN Therapeutic Horse Riding Sessions for Children/Teens on the Autism Spectrum with Happy Trails Davidstown.,"Sat, 1 Apr 2023 10:00 - 15:30 IST",Happy Trails Therapeutic Riding School Davidstown lane Davidstown Y21 HY48 Enniscorthy,"CAN Therapeutic Horse Riding Sessions for Children/Teens with Happy Trails Davidstown.Open to CAN Members ONLY. For Children/Teens on The Autism Spectrum. ONLY ONE SESSION PER CHILD/TEEN.A parent MUST stay for the duration of the lesson. Sessions will include fun activities in the arena and will finish off on a hack up our lane.Each rider will have a side walker all hats are provided. If children don't like wearing the hats they can wear bicycle helmets.Please Note Times10am-10.30am Group10.30am-11.00am Group 11.00am-11:30am Group 12.00pm-12.30pm Group 12.30pm-1.00pm Group 2.00pm-2.30pm Group 2.30pm-3.00pm Group 3﻿.00pm-3.30 GroupFor any queries Contact Louise 087-1035355***Please do NOT attend this activity if you or your child are displaying symptoms such as a cough/cold, headache, have a change in your sense of taste/smell or high temperature or if you have been in contact with others who have these symptoms.  Please follow government guidelines to help reduce the spread of Covid 19. ",[],€12.77
hobbies--events,3,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=3,Understanding Soil/No-dig Gardening,"Sat, Apr 15, 11:00 AM",https://www.eventbrite.com/e/understanding-soilno-dig-gardening-tickets-596750626187?aff=ebdssbdestsearch,Coole Eco Community • Ferbane,2023-04-15,Understanding Soil/No-dig Gardening,Gain a deeper understanding of soil and learn how to test your soil and garden in a way that takes good care of it.,"Sat, 15 Apr 2023 11:00 - 16:00 IST",Coole Eco Community Coole R42K066 Ferbane,"Soil is a complex and ever-changing eco-system on which we are dependent for our food production.In this workshop, you will gain a deeper understanding of soil and learn some simple and free and affordable tests you can carry out on your own soil. Knowing more about the soil you are working with will help you to have more success in growing by knowing which plants will thrive there and what amendments you need to make.You will also learn the no-dig gardening method – a way of gardening without damaging the delicate soil eco-system which supports our plants.This will be a relaxed and friendly workshop with lots of opportunities to ask questions.This workshop will be ideal for anyone who wants to start growing their own food or anyone who is already growing but is not entirely happy with the results they are getting. There may be more similar workshops on different gardening topics this summer if there is enough interest.There is no charge for this workshop. Each participant can donate what they feel the workshop is worth to them.Barter offers may also be accepted. Please contact us to discuss this option.Tea and coffee will be provided. Please bring a packed lunch.About the facilitator:
Siobhán is a qualified horticulturist with 12 years’ experience. She is a diploma candidate with the UK Permaculture Association and is a co-founder of Coole Eco Community.

She is passionate about making food production easier and more sustainable by understanding and working with nature.","['Ireland Events', 'Offaly Events', 'Things to do in Ferbane', 'Ferbane Classes', 'Ferbane Hobbies Classes', '#gardening', '#organic', '#soil', '#horticulture', '#permaculture', '#ecofriendly', '#self_sufficiency', '#sustainable_living', '#grow_your_own_food', '#soil_health']",
hobbies--events,3,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=3,CAN Teen Laser Tag,"Wed, Apr 12, 6:00 PM",https://www.eventbrite.ie/e/can-teen-laser-tag-tickets-595131322807?aff=ebdssbdestsearch,Leisure Max • Drinagh,2023-04-12,CAN Teen Laser Tag,"CAN Teen Laser Tag at Leisure Max, Drinagh, Wexford. This session is open to CAN Members only and for Teens aged 12+ years","Wednesday, April 12 · 6 - 7:30pm IST",Leisure Max Sinnottstown Lane Drinagh,"Teen Laser Tag at Leisure Max, Drinagh, Wexford. Including Food & Drinks. This session is open to CAN Members only and for Teens aged 12+ years on the Autism Spectrum.No siblings this time as spaces are limited but may open up later if all spaces are not filledA parent MUST stay for the duration of the lesson.For queries Contact Paulene 086-8108920***Please do NOT attend this activity if you or your child are displaying symptoms such as a cough/cold, headache, have a change in your sense of taste/smell or high temperature or if you have been in contact with others who have these symptoms.  Please follow government guidelines to help reduce the spread of Covid 19. ",[],
hobbies--events,3,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=3,Watercolour with George Gourley,"Sat, Apr 8, 10:00 AM",https://www.eventbrite.co.uk/e/watercolour-with-george-gourley-tickets-479442805337?aff=ebdssbdestsearch,William Street • Portadown,2023-04-08,Watercolour with George Gourley,Watercolours for Beginners with George Gourley,"Sat, 8 Apr 2023 10:00 - 16:00 BST",William Street William Street Portadown BT62 United Kingdom,"We are delighted to present this painting workshop primarily aimed at beginners where you will be taken step by step through the process of producing your own watercolour painting.T﻿his class will be a great way to take time out and relax, and explore your creative side!  Under the expert guidance of tutor George Gourley who has extensive experience working with all levels of ability, you will be amazed at the brilliant work you can produce.T﻿his class will commence on Saturday 8th April,  from 10am - 4pmA﻿ll materials for this class are included in the cost.","['United Kingdom Events', 'Craigavon Events', 'Things to do in Portadown', 'Portadown Classes', 'Portadown Hobbies Classes', '#watercolour', '#watercolourworkshop', '#watercolour_painting']",Sales Ended
hobbies--events,3,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=3,Kids Pressed Sunflower Catcher,"Sat, Apr 8, 1:30 PM",https://www.eventbrite.co.uk/e/kids-pressed-sunflower-catcher-tickets-574500896647?aff=ebdssbdestsearch,William Street • Portadown,2023-04-08,Kids Pressed Sunflower Catcher,Join Aoife from Reaper and Sow to create your own kids pressed sunflower catcher!,"Sat, 8 Apr 2023 13:30 - 14:30 BST",William Street William Street Portadown BT62 United Kingdom,S﻿aturday 8th April | 1:30-2:30pm |  £10T﻿utor: Aoife from Reaper and SowJoin Aoife for this fun nature inspired craft. We will create an Easter themed suncatcher using locally grown dried flowers. This craft is suitable for all ages and parents are welcome to stay and help younger children with some of the trickier parts like cutting. We’ll also plant some seeds to bring home and watch grow over the next few months. ,"['United Kingdom Events', 'Craigavon Events', 'Things to do in Portadown', 'Portadown Classes', 'Portadown Hobbies Classes', '#kidsworkshop', '#kidsclasses', '#kidsartclasses', '#kids_activities']",£10
hobbies--events,4,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=4,Crafternoon Tea -Spring Cushion & Scrumptious Brownlow Castle Afternoon Tea,"Sat, Apr 22, 10:30 AM",https://www.eventbrite.co.uk/e/crafternoon-tea-spring-cushion-scrumptious-brownlow-castle-afternoon-tea-tickets-597003332037?aff=ebdssbdestsearch,"The Courtyard, Brownlow House • Lurgan",2023-04-22,Crafternoon Tea -Spring Cushion & Scrumptious Brownlow Castle Afternoon Tea,Crafternoon Tea - make our Special Edition Spring Cushion and enjoy our Scrumptious Afternoon Tea in the stunning Brownlow House Castle,"Saturday, April 22 · 10:30am - 5:30pm BST","The Courtyard, Brownlow House Windsor Avenue Lurgan BT67 9BJ United Kingdom","J﻿oin us for a relaxing day of sewing and forming new friendships in our 17th Century Courtyard beside the beautiful grounds now the largest Park in Northern Ireland once the gardens of Lurgan Castle Indulge in a handcrafted Afternoon Tea. Our Traditional Afternoon Tea follows the time-honoured combination of sweet and savoury. If you’re in more of a party mood, or keen to celebrate, add a glass of Prosecco or bottle of Champagne, to make Afternoon Tea a little extra special.On Saturday 22 April 2023 10.30am-3.30pm, KKNI Courtyard Academy Brownlow Castle LurganCoffee /Tea and biscuits on arrival at 10.30am.  Scones, cream, Jam served at 1pm.  3.30pm-5.30pm  you will  then be escorted to the stunning Tea Rooms within Brownlow Castle to indulge in  a Scrumptious Afternoon Tea. BROWNLOW CASTLE AFTERNOON TEA MENUAmuse-Bouche Mini cup of homemade soup de jour Selection of Freshly made Sandwiches Smoked Salmon & Creamed Cheese Coronation Chicken Egg & Cress Ham Salad Mini Scones Served with Lonsdale’s of Holywood Strawberry Jam and Fresh Cream Selection of Treats Carrot Cake Macaroons Apple Creams Cherry Creams Chocolate Brownies Strawberry Shortbread Lemon Drizzle Cake Cafetiere of Coffee and Pot of Tea W﻿orkshop  details:- N.B.  - there is a lot of cutting out with this pattern please email - kknicourtyardacademy@gmail.com so that we can post some material to you to cut out the ten cheeky sheep - prior to the class  thank you. Join Lynda Dowds-Jackson  Introducing 4 Seasonal Cushion DesignsWe are delighted to present our Spring cushion - the third Cushion of this Special Collection  Counting Sheep applique cushion cover sewing pattern featuring ten cheeky sheep balancing in a tower behind a pretty picket fence. A humorous quirky village scene.N﻿o Experience needed as we will take your through making this delightful cushion cover step by step.As seen on Sewing Street TV UK.Easy to assemble with full sized printable applique templates for the scene. The cushion templates are simply measured out in squares and rectangles. This is a great cushion for those who have experience of using a sewing machine and want to try Free-Motion Machine Embroidery. If you prefer, the applique can be stitched by hand or satin stitched on your sewing machine so there are many ways to complete this project. The panel can also be used for a quilt and the templates can be added to a simple tote bag.Measuring approximately 14"" square with a border and envelope closure on the back. The cover can be made larger by simply increasing the size of the border.There are lots of step-by-step photographs showing you every step of the way with simple instructions in clear text so you can see clearly how to create the picture panel and make a bright statement cushion. Hints and tips are included on using freemotion machine embroidery so you can easily complete the project. A great way to use up some of your favourite remnants from your fabric stash.Materials needed to make cushion cover:  will be provided on the day and will include:Plain and Patterned Cotton Fabric Small pieces of cotton fabric  for the applique. Lynda will guide you through step-by-step assisting you every step of the way with simple instructions so you can see clearly how to create the picture panel and make a bright statement cushion. Hints and tips will be included on using  machine and hand embroidery so you can easily complete the project.Sewing Machines and All Materials will be provided  Cotton, Thread etc. in order to complete the project.If you can please bring the following;Sewing kit - with Scissors, sewing and embroidery needles, thimble  We know that many people prefer to sew on their own machine so please feel free to bring your machine with you.  We also know that you may have Small pieces of cotton, that you may wish to use in this project - it's a great way to use up your favourite scraps. Please feel free to bring any small pieces of cotton fabric and tweeds you wish to include in your cushion - however we will have a variety of fabric for you to choose from.","['United Kingdom Events', 'Craigavon Events', 'Things to do in Lurgan', 'Lurgan Classes', 'Lurgan Hobbies Classes', '#workshop', '#charity', '#craft', '#skills', '#embroidery', '#sewing', '#afternoontea', '#womensupportingwomen', '#northernireland', '#tourist_attraction']",
hobbies--events,4,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=4,Northern Ireland Recorders Day (NIRD) 2023,"Sat, Apr 1, 9:30 AM",https://www.eventbrite.co.uk/e/northern-ireland-recorders-day-nird-2023-tickets-595633875957?aff=ebdssbdestsearch,Peatlands Park • Dungannon,2023-04-01,Northern Ireland Recorders Day (NIRD) 2023,"Meet and connect with other biodiversity recorders cross the country. Learn new skills - moth ID, butterfly ID, track lizards and amphibians","Sat, 1 Apr 2023 09:30 - 15:30 BST",Peatlands Park 33 Derryhubbert Road Dungannon BT71 6NW United Kingdom,"NIRD is back! Meet and connect with other biodiversity recorders across Northern Ireland and further afield! Learn how to identify moths and understand the workings of a moth trap. Practice your butterfly ID skills and the plants caterpillars depend upon to survive. Track lizards and amphibians to their secret hiding places. Self led craft activities for children (ages 4 - 11).D﻿raft schedule (may be subject to change)9AM – Open trap 9.30 – 10am - Moth ID taster and trapping explained10am – 10.30am Welcome, tea coffee and update10.30am – 10.45am NI Moth recorder update 202210.45am – 11.15am - Species 10-minute presentations – Other inverts in traps, Dragonfly atlas, Dragons of the Hills (lizard and amphibian project ARC)11.15am – 11.30am Wild Spaces Program – How to create one11.30am – 12pm - Whiley Whites (butterfly ID)12pm – 1pm – lunch and chat (bring your own packed lunch)1pm – 4pm - guided walks (Depending on numbers – split the group)1pm – 2pm Reptile and amphibian walk / butterfly, moth, plant ID and dragonfly walk2.30 – 3.30pm as aboveThanks to photos by Philip McErlean Common Lizard, Rose Cremin Early Thorn moth and Iain Leach Garden Tiger moth.",[],
hobbies--events,4,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=4,Game Con Belfast,"Fri, Apr 14, 12:00 PM",https://www.eventbrite.co.uk/e/game-con-belfast-tickets-536945216597?aff=ebdssbdestsearch,Belfast Harlequins • Belfast,2023-04-14,Game Con Belfast,"Board Games, Card games and D&D","Fri, 14 Apr 2023 12:00 - Sat, 15 Apr 2023 22:00 BST",Belfast Harlequins 45a Deramore Park Belfast BT9 5JX United Kingdom,"Gamers, Assemble! Boardgamers &Tabletoppers, unite! It is time to gather and bring your favourite hobby to Belfast! No flights or boats required, GameCon Belfast will kick off our inaugural gathering of dice-rollers, D&D dwellers, and card holders this April at the Belfast Harlequins, Deramore Park!Gathering over two days, the show will have a host of exhibitors on site showcasing the best of our local boardgames publishing talent, exclusive launches, and Augmented Reality escape rooms. Of course, your favourite local games stores will also be there with the best games to get your hands on after trying them out in the demo zone with exclusive offers and discounts available. What’s to Expect at Games Con - BelfastOur event is shaping up with some of the best suppliers of games from across the UK signing in and a fine selection of local traders ready to bring the best swag! In our upstairs halls we will have a selection of open-demo zone where over 50 games across a wide range of genres including new and exclusive award winning games not seen before in the UK and ireland will be on display. ‘Try before you buy’ tables will be available for some titles so you can check out that game you really want out of the box. A selection of timed demo play through sessions will of some of the award winning games and some classic games.Our on site store, we will be announcing exclusive show discounts and bundles as well as pre-orders of new exciting titles, keep checking back regularly for updatesFor Refreshments there will be a Fully licensed bar and restaurant, if weather is good to us, the outdoor BBQ zone will have a selection of hot snacks available on the outside green which will be open for all to enjoy.£10 entry per day, £5 for students U16s free.In our competitive play zone:12-9pm - both days -Trial of the Tempest D&D raid This is a timed raid (1 hour) for experienced groups of 4 people, with the chance to win over £250 of amazing games!*additional £5 per personMagic event - Friday  6.30-9.30pm -Come and compete in our MTG Phyrexia Draft get drafting and beat others to win extra prizes and packs!Note to book into this event contact Adam @ NCG - 07595 309917*additional £15Yugioh event - Saturday - 1-4/5pm -Yugioh OTS locals come and win some OTS 21 ! Note to book into this event contact Adam @ NCG - 07595 309917*additional £6Games con will be the home of the CATAN championship 2023 national qualifiers!Our friends at NCG - Northern Card Gaming are hosting an official CATAN United Kingdom National Championship Qualifier Tournament.There is no additional charge to play in this event.Registration will be available on the NCG website (link to come). Doors will open at noon and the tournament will begin at 1pm","['United Kingdom Events', 'Belfast Events', 'Things to do in Belfast', 'Belfast Games', 'Belfast Hobbies Games', '#boardgames', '#cardgames', '#funwithfriends', '#dungeonsanddragons', '#dungeons_and_dragons']",£0 – £11.55
hobbies--events,4,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=4,"Kids 4 Day Easter Art Camp, Mon 3rd - Thu 6th April 2023, 10am-2pm","Mon, Apr 3, 10:00 AM",https://www.eventbrite.ie/e/kids-4-day-easter-art-camp-mon-3rd-thu-6th-april-2023-10am-2pm-tickets-591436752247?aff=ebdssbdestsearch,Leitrim School of Art • Drumshanbo  N41 C6X6,2023-04-03,"Kids 4 Day Easter Art Camp, Mon 3rd - Thu 6th April 2023, 10am-2pm","4 Day Easter Art Camp, 5-12 yrs, Mon 3rd- Thu  6th April, 10am-2pm, Total €150. €30 deposit on booking, balance €120 payable on first day.","Monday, April 3 · 10am - 2pm IST",Leitrim School of Art Building C Drumshanbo Enterprise Centre Drumshanbo  N41 C6X6,"Our four-day Monday - Thursday Easter  Art Camp, held in our Drumshanbo studios, is for 5-12 year olds. Make friends and have fun through a wide variety of engaging art activities including Drawing, Painting, Sculpture, Animation, T-Shirt design and more. All materials and light snacks provided. ",[],
hobbies--events,4,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=4,"Parent & Child (up to 2 siblings) 4-10yrs, 2 x  Sat Aft,2-4pm, Apr 22 & 29","Sat, Apr 22, 2:00 PM",https://www.eventbrite.ie/e/parent-child-up-to-2-siblings-4-10yrs-2-x-sat-aft2-4pm-apr-22-29-tickets-584009537247?aff=ebdssbdestsearch,Leitrim School of Art • Drumshanbo N41 C6X6,2023-04-22,"Parent & Child (up to 2 siblings) 4-10yrs, 2 x  Sat Aft,2-4pm, Apr 22 & 29","Parent &Child (up to 2 siblings 4-10yrs)2xSat's, 2-4 pm, Apr 22&29 Total Price €50 for 1 child/parent+ €15 2nd child. €30 deposit on booking","Sat, 22 Apr 2023 14:00 - 16:00 IST",Leitrim School of Art Building C Drumshanbo Enterprise Centre Drumshanbo N41 C6X6,"Following numerous requests - new for Spring 2023. Parent and Child Arts and Crafts. This is a 2 Saturday event. Join your child in all the fun of creating great artwork at LSA. The class, for one parent and up to 2 siblings, will be packed with activities such as drawing, painting, t-shirt design, clay work, kids jewellery, and more.  You can now enjoy doing these activities together, and see for yourself why art is fun at LSA. Please note the 'Deposit and Missed Classes Refund Policy' belowLeitrim School of Art (LSA)
Deposit and Missed Classes Refund Policy from 1st December 2022
(a)	Due to substantial increases in business costs LSA cannot offer discounts, refunds, or alternative places on future events for missed classes within class blocks.
(b)	A request for a refund of a deposit may be considered if the refund request is received by LSA at least 10 days before the start of the event.
(c)	A request to transfer a deposit to another event may be considered if the request to transfer is received by LSA at least 10 days before the start of the originally booked event.
(d)	Requests for refunds or transfer of deposits must be notified to LSA by email to michael@leitrimartschool.ie
(e)	Requests for refunds will be responded to by LSA within 3 days of the request being notified to us.
(f)	Your statutory rights as a consumer are not affected and LSA will “make good” on its obligations to consumers for failure to provide classes and workshops (e.g., event cancellation).
",[],
hobbies--events,4,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=4,"Ceramic Class, 5 Friday evenings, 7:30-9:30pm ,Apr 21, 28, May 5, 12, 19","Fri, Apr 21, 7:30 PM",https://www.eventbrite.ie/e/ceramic-class-5-friday-evenings-730-930pm-apr-21-28-may-5-12-19-tickets-584017872177?aff=ebdssbdestsearch,Leitrim School of Art • Drumshanbo N41 C6X6,2023-04-21,"Ceramic Class, 5 Friday evenings, 7:30-9:30pm ,Apr 21, 28, May 5, 12, 19","Ceramic Class, 5 Friday evenings 7.30-9.30pm Starts  Apr 21st Total Price €150 (€30 deposit on booking ,balance €120 payable at first class.","Fri, 21 Apr 2023 19:30 - 21:30 IST",Leitrim School of Art Building C Drumshanbo Enterprise Centre Drumshanbo N41 C6X6,"This 5 Friday evening ceramics class will provide an opportunity to learn clay techniques including pinching, coiling, slabbing, hand building, modelling, slip casting, and glazing. You will create up to 3 finished pieces to take home with you. All materials are provided.Please note the 'Deposit and Missed Classes Refund Policy' belowLeitrim School of Art (LSA)Deposit and Missed Classes Refund Policy from 1st December 2022(a)	Due to substantial increases in business costs LSA cannot offer discounts, refunds, or alternative places on future events for missed classes within class blocks.(b)	A request for a refund of a deposit may be considered if the refund request is received by LSA at least 10 days before the start of the event.(c)	A request to transfer a deposit to another event may be considered if the request to transfer is received by LSA at least 10 days before the start of the originally booked event.(d)	Requests for refunds or transfer of deposits must be notified to LSA by email to michael@leitrimartschool.ie(e)	Requests for refunds will be responded to by LSA within 3 days of the request being notified to us.(f)	Your statutory rights as a consumer are not affected and LSA will “make good” on its obligations to consumers for failure to provide classes and workshops (e.g., event cancellation).",[],
hobbies--events,4,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=4,"Kids Art Class 4-8 yrs, 5 Sat Morns,10-11.30am, Apr 22, 29, May 6, 13, & 20","Sat, Apr 22, 10:00 AM",https://www.eventbrite.ie/e/kids-art-class-4-8-yrs-5-sat-morns10-1130am-apr-22-29-may-6-13-20-tickets-584002827177?aff=ebdssbdestsearch,Leitrim School of Art • Drumshanbo  N41 C6X6,2023-04-22,"Kids Art Class 4-8 yrs, 5 Sat Morns,10-11.30am, Apr 22, 29, May 6, 13, & 20","Kids Art Class, Sat Morn  4-8yrs. 10:00-11:30am starts  Apr 22, Total Price €100;€30 deposit on booking.€70 balance payable at first class","Sat, 22 Apr 2023 10:00 - 11:30 IST",Leitrim School of Art Building C Drumshanbo Enterprise Centre Drumshanbo  N41 C6X6,"Have fun and make friends exploring drawing, painting, pottery, and arts and crafts materials. Our Junior Art Class is led by Denise Corbett  Price includes all five Saturday morning  sessions and is inclusive of  all materials.Please note the 'Deposit and Missed Classes Refund Policy' belowLeitrim School of Art (LSA)
Deposit and Missed Classes Refund Policy from 1st December 2022
(a)	Due to substantial increases in business costs LSA cannot offer discounts, refunds, or alternative places on future events for missed classes within class blocks.
(b)	A request for a refund of a deposit may be considered if the refund request is received by LSA at least 10 days before the start of the event.
(c)	A request to transfer a deposit to another event may be considered if the request to transfer is received by LSA at least 10 days before the start of the originally booked event.
(d)	Requests for refunds or transfer of deposits must be notified to LSA by email to michael@leitrimartschool.ie
(e)	Requests for refunds will be responded to by LSA within 3 days of the request being notified to us.
(f)	Your statutory rights as a consumer are not affected and LSA will “make good” on its obligations to consumers for failure to provide classes and workshops (e.g., event cancellation).
",[],
hobbies--events,4,https://www.eventbrite.com/d/ireland--dublin/hobbies--events--next-month/?page=4,"Kids Art Class 7-12 yrs, Mon Aft School, 5-7pm. Apr 17, 24, May 8, 15 & 22","Mon, Apr 17, 5:00 PM",https://www.eventbrite.ie/e/kids-art-class-7-12-yrs-mon-aft-school-5-7pm-apr-17-24-may-8-15-22-tickets-580488997217?aff=ebdssbdestsearch,Leitrim School of Art • Drumshanbo N41 C6X6,2023-04-17,"Kids Art Class 7-12 yrs, Mon Aft School, 5-7pm. Apr 17, 24, May 8, 15 & 22","Kids Art Class, Aft School 7-12 yrs. 5-7pm starts Apr 17th, Total Price €110; €30 deposit on booking. balance €80 payable at first class","Mon, 17 Apr 2023 17:00 - 19:00 IST",Leitrim School of Art Building C Drumshanbo Enterprise Centre Drumshanbo N41 C6X6,"This 5 Monday after school Art class  is suitable for kids 7-12 years  The class is led by experienced Art teacher Denise Corbett.  Participants will be guided through a variety of different art techniques and explore a variety of different art materials including drawing, painting, clay work  and arts and crafts.Note there is a one week break. There is no class on Bank Holiday Monday, 1st MayPlease note the 'Deposit and Missed Classes Refund Policy' belowLeitrim School of Art (LSA)'Deposit and Missed Classes Refund Policy' from 1st December 2022
(a)	Due to substantial increases in business costs LSA cannot offer discounts, refunds, or alternative places on future events for missed classes within class blocks.
(b)	A request for a refund of a deposit may be considered if the refund request is received by LSA at least 10 days before the start of the event.
(c)	A request to transfer a deposit to another event may be considered if the request to transfer is received by LSA at least 10 days before the start of the originally booked event.
(d)	Requests for refunds or transfer of deposits must be notified to LSA by email to michael@leitrimartschool.ie
(e)	Requests for refunds will be responded to by LSA within 3 days of the request being notified to us.
(f)	Your statutory rights as a consumer are not affected and LSA will “make good” on its obligations to consumers for failure to provide classes and workshops (e.g., event cancellation).

",[],
